,city,title,url
208,Lexington,Kentucky Paleontological Society,http://www.uky.edu/OtherOrgs/KPS/
209,Shreveport,Ark-La-Tex Gem & Mineral Society,http://larockclub.com/
210,Baton Rouge,Baton Rouge Gem & Mineral Society,http://www.brgemandmineral.org/
211,Leesville,DeRidder Gem & Mineral Society,https://www.facebook.com/DeRidder-Gem-Mineral-Society-1123146734440993/
212,Winthrop,Kennebec Rocks and Minerals Club,http://kennebec-rocksandminerals.com/
213,Portland,Maine Mineralogical & Geological Society,http://mainemineralclub.org/
214,South Paris,Oxford County Mineral and Gem Association,http://ocmgassoc.blogspot.com/
215,Milford,Penobscot Mineral and Lapidary Club,http://penobscotminerallapidaryclub.com/index.html
216,Bowie,American Fossil Federation,http://americanfossilfederation.org/Home.html
217,Baltimore,Baltimore Mineral Society,http://www.baltimoremineralsociety.org/
218,Solomons,Calvert Marine Museum Fossil Club,http://www.calvertmarinemuseum.com/209/Fossil-Club
219,Elkridge,Central Maryland Rock and Mineral Collectors Exchange,https://www.meetup.com/rockhounds/
220,Baltimore,Chesapeake Gem & Mineral Society,http://www.chesapeakegemandmineral.org/
221,Baltimore,"Gem Cutters Guild of Baltimore, Inc.",http://www.gemcuttersguild.com/
222,Rockville,"Gem, Lapidary, and Mineral Society of Montgomery County, MD., Inc.",http://www.glmsmc.com/
223,Bowie,Maryland Geological Society,http://www.ecphora.net/mgs/
224,"Washington, DC",Micromineralogists of the National Capital Area,http://dcmicrominerals.org/
225,Annapolis,Patuxent Lapidary Guild,http://www.patuxentlapidary.org/
226,Clinton,Southern Maryland Rock and Mineral Club,http://www.smrmc.org/
227,"Washington, DC",The Mineralogical Society of the District of Columbia,http://www.mineralogicalsocietyofdc.org/
228,Boston,"Boston Mineral Club, Inc.",http://www.bostonmineralclub.org/
229,Springfield,Connecticut Valley Mineral Club,http://www.cvmineralclub.org/
230,Chemlsford,Micromounters of New England,http://micromountersofnewengland.org/
231,Westford,Nashoba Valley Mineralogical Society,http://www.americantowns.com/ma/westford/organization/nashoba_valley_mineralogical_society
232,South Hamilton,North Shore Rock & Mineral Club of Massachusetts,http://www.northshorerock.org/
233,North Adams,Northern Berkshire Mineral Club,http://nbmclub.webs.com/
234,Bridgewater,Southeastern Massachusetts Mineral Club,http://semmc.com/
235,Worcester,Worcester Mineral Club,http://worcestermineralclub.org/
236,Big Rapids,"Big Rapids Rock, Gem & Mineral Club",https://sites.google.com/site/bigrapidsrockgemmineralclub/
237,Lansing,Central Michigan Lapidary and Mineral Society,http://michrocks.org/
238,Dollar Bay,Copper Country Rock and Mineral Club,http://www.ccrmc.info/
239,Flint,Flint Rock and Gem Club,http://www.flintrockandgem.org/
240,Traverse City,Grand Traverse Area Rock and Mineral Club,http://tcrockhounds.com/
241,Wyoming,Indian Mounds Rock & Mineral Club,http://www.indianmoundsrockclub.com/
242,Ishpeming,Ishpeming Rock and Mineral Club,http://www.ishpemingrocks.org/
243,Kalamazoo,Kalamazoo Geological & Mineral Society,http://kalamazoorockclub.org/
244,Howell,Livingston Gem & Mineral Society,http://www.livingstongemandmineralsociety.com/
245,Michigan Center,Michigan Gem & Mineral Society,http://mgmsrockclub.com/
246,Bloomfield Hills,Michigan Mineralogical Society,https://www.michmin.org/
247,Midland,Mid-Michigan Rock Club,http://www.midmichrockclub.com/?Page=1
248,Grand Rapids,Midwest Faceters' Guild,http://www.midwestfaceters.org/
249,Taylor,Midwest Mineralological & Lapidary Society,http://www.mmls.us/
250,Roscommon,Mikenauk Rock and Gem Club,http://mikenaukclub.weebly.com/
251,Mt. Clemens,Mount Clemens Gem & Lapidary Society,http://mcgls.org/
252,Waterford,Oakland County Earth Science Club,http://www.ocesc.com/
253,Livonia,Roamin Club,https://roaminrockclub.weebly.com/
254,Morenci,StateLine Gem & Mineral Society,http://statelinegms.com/
255,Holland,"Tulip City Gem & Mineral Club, Inc.",http://www.tulipcity.org/
256,Minneapolis,Anoka County Gem & Mineral Club,http://www.amfed.org/mwf/states/Minnesota/AnokaGem.html
257,Brainerd,"Cuyuna Rock, Gem and Mineral Society",http://cuyunarockclub.org/wp/
258,Falcon Heights,Minnesota Mineral Club,http://minnesotamineralclub.org/
259,Mankato,Minnesota Valley Gem & Mineral Club,http://www.mnvalleygemandmineralclub.com/
260,Stillwater,St Croix Rockhounds,http://stcroixrockhounds.org/
261,Gulfport,"Harrison County Gem & Mineral Society, Inc.",http://www.gulfportgems.org/
262,Jackson,Mississippi Gem & Mineral Society,http://missgems.org/
263,Jackson,Mississippi Geological Society,http://www.missgeo.com/
264,Ocean Springs,Mississippi Gulf Coast Gem and Mineral Society,http://www.mgcgms.org/
265,Tupelo,North Mississippi Gem and Mineral Society,http://www.nmgms.org/
266,Columbia,Central Missouri Rock and Lapidary Club,http://www.cmrlc.org/
267,Independence,Independence Gem & Mineral Society,http://www.igams.co/
268,St. Joseph,Missouri Valley Gem & Mineral Society,http://www.movalleyrockclub.com/
269,Lincoln,"Mozarkite Society of Lincoln, Inc.",http://www.mozarkite.com/
270,Springfield,Ozark Mountain Gem & Mineral Society,https://www.facebook.com/omgms.57
271,St. Louis,Rock Hobby Club of Greater Saint Louis,xxxxxhttp://rockhobby.stlearthsci.org/Home.aspxxxxxx
272,St. Louis,Rockwood Gem & Mineral Society,http://rockwood.stlearthsci.org/
273,St. Louis,St. Louis Mineral & Gem Society,http://www.stlrockclub.com/
274,St. Peters,"Show Me Gems & Minerals Club, Inc.",http://showme.stlearthsci.org/
275,Kansas City,Show-Me Rockhounds Kansas City,https://showmerockhounds.com/
276,Billings,"Billings Gem & Mineral Club, Inc.",http://www.billingsgemclub.com/
277,Corvallis,Bitterroot Gem & Mineral Society,http://www.ravalligemandmineralclub.org/
278,Bozeman,Bozeman Gem and Mineral Club,http://bozemangemandmineralclub.com/
279,Missoula,Hellgate Mineral Society,https://www.facebook.com/HellgateMineralSociety/
280,Kalispell,Kalispell Rockhound Club,http://www.kalispellrockhounds.org/
281,Lincoln,"Lincoln Gem & Mineral Club, Inc.",https://www.lincolngemmineralclub.org/
282,Reno,Comstock Gold Prospectors,http://cgpgold.org/
283,Carson City,Great Basin Gem & Mineral Club,http://greatbasingemandmineralclub.rocks/
284,Carson City,High Desert Rockers,https://highdesertrockers.wordpress.com/
285,Pahrump,Nye Gold Seekers,http://nyegoldseekers.webs.com/
286,Reno,Reno Gem and Mineral Society,http://www.renorockhounds.com/
287,Las Vegas,Southern Nevada Gem and Mineral Society,http://www.snvgms.org/
288,Concord,Capital Mineral Club,http://www.capitalmineralclub.org/
289,Keene,Keene Mineral Club,https://sites.google.com/site/keenemineralclub/home
290,Conway,Saco Valley Gem and Mineral Club,http://www.sacovalleygemandmineralclub.org/
291,Dover,Southeastern New Hampshire Mineral Club,https://www.senhmc.org/
292,Cologne,Cape Atlantic Rockhounds Inc.,http://www.capeatlanticrockhounds.com/
293,Woodbury,Delaware Valley Earth Science Society,http://www.dvess.org/
294,Marlboro Township,Friends of Mineralogy - New Jersey Chapter,https://fomnj.wordpress.com/
295,Morristown,Morris Museum Mineralogical Society,http://morrismuseum.org/mineral-society/
296,Mountainside,"New Jersey Mineralogical Society, Inc",http://www.njmin.org/
297,Paterson,"North Jersey Mineralogical Society, Inc.",http://www.nojms.webs.com/
298,Albuquerque,Albuquerque Gem & Mineral Club,http://www.agmc.info/
299,Carlsbad,Carlsbad Gem and Mineral Society,http://www.carlsbadgms.org/
300,Deming,Deming Gem & Mineral Society,http://www.thedgms.com/
301,Silver City,"Grant County Rolling Stones Gem & Mineral Society, Inc.",http://rollingstonesgms.blogspot.com/
302,Los Alamos,Los Alamos Geological Society,http://pweb.netcom.com/~hoffmans/LAGS.html
303,Buffalo,"Buffalo Geological Society, Inc.",http://www.bgsny.org/
304,Albany,Capital District Mineral Club,http://capitaldistrictmineralclub.com/
305,Syracuse,"Gem and Mineral Society of Syracuse, Inc.",http://www.gmss.us/
306,Bellmore,Island Rockhounds Inc.,http://www.islandrockhounds.org/
307,Jamesport,Long Island Mineral & Geology Society,http://www.limineralandgeology.com/LiMags/Home.html
308,Poughkeepsie,Mid-Hudson Valley Gem and Mineral Society Inc.,http://mhvgms.org/index.html
309,Glen Cove,Nassau Mineral Club,http://nassaumineralclub.org/
310,NYC,New York Mineralogical Club,http://www.newyorkmineralogicalclub.org/
311,NYC,New York Paleontological Society,http://www.nyps.org/index.htm
312,Middletown,Orange County Mineral Society,http://www.orangecountymineralsocietynewyork.com/
313,Rochester,Rochester Academy of Science,http://www.rasny.org/
314,Rochester,Rochester Lapiday Society,http://www.rochesterlapidary.org/
315,Canton,St. Lawrence County Rock & Mineral Club,http://stlawrencecountymineralclub.org/
316,Bay Shore,Suffolk Gem & Mineral Club,http://www.suffolkgem.com/
317,Newark,Wayne County Gem and Mineral Club,http://www.wcgmc.org/
318,Fayetteville,Cape Fear Mineral & Gem Society,http://www.mercergarden.com/GemClub.html
319,Hickory,Catawba Valley Gem & Mineral Club,http://www.cvgmc.com/
320,Chapel Hill,Central North Carolina Mineral Club,http://www.centralncmineralclub.org/
321,Charlotte,Charlotte Gem & Mineral Club,http://www.charlottegem.com/
322,Winston-Salem,Forsyth Gem and Mineral Club,http://www.forsythgemclub.com/fgmcmain.html
323,Gastonia,"Gaston Gem, Mineral and Faceters Club",http://gastongemclub.weebly.com/
324,Franklin,Gem & Mineral Society of Franklin,http://www.fgmm.org/
325,Greensboro,Greensboro Gem & Mineral Club,http://www.ggmc-rockhounds.com/
326,Hendersonville,Henderson County Gem and Mineral Society,http://hcgms.com/index.html
327,Asheville,Mountain Area Gem and Mineral Association (MAGMA),http://www.wncrocks.com/magma/magma.html
328,Raleigh,North Carolina Fossil Club,http://www.ncfossilclub.org/
329,Asheville,Southern Appalachian Mineral Society,http://www.main.nc.us/sams/
330,Raleigh,Tar Heel Gem & Mineral Club,http://www.tarheelclub.org/
331,Bismarck,Central Dakota Gem & Mineral Society,https://ndrockclub.org/
332,Troy,Brukner Gem and Mineral Club,http://www.bruknergemandmineralclub.com/
333,Cincinnati,Cincinnati Mineral Society,http://mineralsociety.org/
334,Columbus,Columbus Rock and Mineral Society,http://www.columbusrockandmineralsociety.org/
335,Kettering,Dayton Gem & Mineral Society,https://www.facebook.com/The-Dayton-Gem-Mineral-Society-140478502678195/
336,Cincinnati,Dry Dredgers,http://drydredgers.org/
337,Loveland,Greater Cincinati Lapidary and Faceting Society,http://cincinnatilapidary.weebly.com/
338,Cleveland,North Coast Fossil Club,http://ncfclub.org/
339,Worthington,Ohio Geological Society,https://ohiogeosoc.org/
340,Cleveland,Parma Lapidary Club,http://www.parmalapidary.com/
341,Mansfield,Richland Lithic & Lapidary Society,http://rlls.webs.com/
342,Cuyahoga Falls,Summit Lapidary Club,http://lapidaryclubofohio.org/
343,Toledo,Toledo Gem & Rockhound Club,http://rockyreader.com/
344,Ada,"Ada Gem, Mineral and Fossil Club",http://www.freewebs.com/agmfc/
345,Enid,Enid Gem & Mineral Society,http://www.enidgemandmineral.org/
346,Oklahoma City,Oklahoma Mineral and Gem Society,http://omgs-minerals.org/
